308 - maintenanceUserAdd.php,SELECT OPID08 FROM HLP08 WHERE ATTR08 =6 AND USER08= 
683 - showTicketDetails.php,SELECT ID01, RQID01, DESC01, LDES01, DATE01, STAT01, PRTY01, RSID01, TYPE01, CLAS01, BUYR01, OWNR01, POFF01,UDAT01,UTIM01,  KEY101, KEY201, KEY301, KEY401, CHCE01, IMPT01, EMDA01, EDAT01, ESTI01, PRNT01, CHLF01 FROM CIL01L00 WHERE ID01 = Hi Thuvesan ,
683 - showTicketDetails.php,SELECT ID01, RQID01, DESC01, LDES01, DATE01, STAT01, PRTY01, RSID01, TYPE01, CLAS01, BUYR01, OWNR01, POFF01,UDAT01,UTIM01,  KEY101, KEY201, KEY301, KEY401, CHCE01, IMPT01, EMDA01, EDAT01, ESTI01, PRNT01, CHLF01 FROM CIL01L00 WHERE ID01 = password
683 - showTicketDetails.php,SELECT ID01, RQID01, DESC01, LDES01, DATE01, STAT01, PRTY01, RSID01, TYPE01, CLAS01, BUYR01, OWNR01, POFF01,UDAT01,UTIM01,  KEY101, KEY201, KEY301, KEY401, CHCE01, IMPT01, EMDA01, EDAT01, ESTI01, PRNT01, CHLF01 FROM CIL01L00 WHERE ID01 = password
683 - showTicketDetails.php,SELECT ID01, RQID01, DESC01, LDES01, DATE01, STAT01, PRTY01, RSID01, TYPE01, CLAS01, BUYR01, OWNR01, POFF01,UDAT01,UTIM01,  KEY101, KEY201, KEY301, KEY401, CHCE01, IMPT01, EMDA01, EDAT01, ESTI01, PRNT01, CHLF01 FROM CIL01L00 WHERE ID01 = 7022787 PIEZAS A RECIBIR EN TALLER SEMANA ENTRANTE
683 - showTicketDetails.php,SELECT ID01, RQID01, DESC01, LDES01, DATE01, STAT01, PRTY01, RSID01, TYPE01, CLAS01, BUYR01, OWNR01, POFF01,UDAT01,UTIM01,  KEY101, KEY201, KEY301, KEY401, CHCE01, IMPT01, EMDA01, EDAT01, ESTI01, PRNT01, CHLF01 FROM CIL01L00 WHERE ID01 = password
683 - showTicketDetails.php,SELECT ID01, RQID01, DESC01, LDES01, DATE01, STAT01, PRTY01, RSID01, TYPE01, CLAS01, BUYR01, OWNR01, POFF01,UDAT01,UTIM01,  KEY101, KEY201, KEY301, KEY401, CHCE01, IMPT01, EMDA01, EDAT01, ESTI01, PRNT01, CHLF01 FROM CIL01L00 WHERE ID01 = RTDI045185
532 - updateIssues.php,SELECT * FROM CIL34 T1 LEFT JOIN CIL36 T2 ON T1.ID34 = T2.QID36 AND T2.TID36 =  WHERE T1.CLAS34 =  AND T1.TYPE34 = 
823 - updateIssues.php,UPDATE CIL01 SET DESC01 = '', RQID01=, CLAS01=, TYPE01=, PRTY01=, RSID01=0,STAT01=, CDAT01=0, CTIM01='', UDAT01=20210222, UTIM01='080726', EDAT01=20210222, ESTI01='080726', ESLV01=0, UPID01=12955, OCCR01=0, EMDA01=0 WHERE ID01=
913 - updateIssues.php,INSERT INTO CIL02 VALUES( 7162203, , '', 20210222, '08:07:26', 12955, '')
